customer_id,cost_to_serve,net_margin,CustomerLifetimeValue,NetProfitMargin,RevenueGenerated
92,2048.55,19079.8,329124.72,8.78,28897.15
93,678.16,7676.08,928591.14,8.28,76887.35
94,848.53,1990.24,589923.0,10.62,62649.82
95,1500.05,16050.26,471331.88,10.03,47274.59
96,796.31,4465.31,766097.57,20.61,157892.71
97,1236.79,11346.75,53022.74,20.98,11124.17
98,1350.25,9814.61,109774.63,23.31,25588.47
99,1774.29,12518.05,287614.38,9.6,27610.98
100,938.75,8029.18,566271.16,12.87,72879.1
101,1650.91,9948.7,147463.82,11.28,16633.92
102,834.54,14629.75,103946.36,11.59,12047.38
103,1076.39,12905.43,218231.35,22.5,49102.05
104,1118.56,16075.62,832103.27,13.24,110170.47
105,630.0,13652.73,982477.09,8.22,80759.62
106,2232.3,3545.63,297351.17,14.6,43413.27
107,2032.86,12198.88,454413.94,24.7,112240.24
108,2328.78,19483.75,433734.02,13.19,57209.52
109,1970.48,3802.02,785375.42,13.46,105711.53
110,2755.2,9748.14,785906.67,10.4,81734.29
111,1153.61,-943.79,328843.87,15.49,50937.92
112,2554.9,14267.53,330172.58,17.88,59034.86
113,1505.32,859.38,252693.86,10.5,26532.86
114,2562.88,15403.49,604380.72,22.41,135441.72
115,701.72,647.37,516893.29,16.17,83581.64
116,1355.61,5242.07,341274.63,20.04,68391.44
117,671.3,7680.04,501605.37,22.21,111406.55
118,2055.35,12663.13,689060.09,9.72,66976.64
119,569.53,5625.37,290364.84,6.34,18409.13
120,1380.13,-734.48,127221.25,9.82,12493.13
121,815.92,18060.32,586379.69,12.37,72535.17
122,1505.47,7685.97,748876.93,24.81,185796.37
123,2906.31,6675.27,729460.11,21.68,158146.95
124,2203.47,-1892.68,919480.45,7.14,65650.9
125,2486.73,-240.2,234732.93,12.22,28684.36
126,2910.05,19233.37,542637.99,6.46,35054.41
127,2870.9,3437.38,850299.86,15.43,131201.27
128,2503.32,7845.63,437334.65,20.51,89697.34
129,1013.6,11050.98,186121.14,6.69,12451.5
130,1719.23,7650.97,262358.79,10.96,28754.52
131,623.09,8985.44,642272.73,15.54,99809.18
132,794.18,12039.53,933574.71,17.22,160761.57
133,2795.72,5113.01,876598.37,18.81,164888.15
134,783.39,13353.56,412480.18,14.16,58407.19
135,2637.1,1724.27,563176.0,13.61,76648.25
136,2957.0,2228.05,965792.66,21.55,208128.32
137,738.97,8161.35,553740.26,16.83,93194.49
138,774.8,11789.08,438422.63,19.36,84878.62
139,508.23,8578.56,681060.35,10.62,72328.61
140,2190.87,15951.17,32631.34,24.77,8082.78
141,1100.06,12617.73,648336.34,8.94,57961.27
142,2180.07,12722.13,432389.93,11.42,49378.93
143,1916.9,-321.39,455797.41,10.87,49545.18
144,1646.98,189.84,345913.88,17.52,60604.11
145,1491.51,11780.41,46256.91,7.74,3580.28
146,2499.1,19554.23,412602.96,9.01,37175.53
147,665.25,11949.87,513378.68,19.51,100160.18
148,2086.2,9501.56,548523.69,16.33,89573.92
149,2730.13,18371.81,937365.46,8.96,83987.95
150,2904.1,1724.54,50344.67,23.48,11820.93
151,1700.88,14612.49,216562.66,11.83,25619.36
152,2568.13,6907.44,956332.88,9.54,91234.16
153,1881.64,7617.3,207481.08,17.36,36018.72
154,600.49,17139.71,857528.91,16.69,143121.58
155,2599.15,2785.29,816617.42,22.6,184555.54
156,2755.56,9624.4,922372.33,15.74,145181.4
157,2603.87,291.46,852237.06,11.5,98007.26
158,1255.75,-813.85,299739.5,14.27,42772.83
159,1163.62,768.57,472529.62,18.8,88835.57
160,1636.33,4742.62,855539.53,9.38,80249.61
161,2366.97,13487.76,801063.11,18.42,147555.82
162,1346.17,4264.41,963605.09,9.86,95011.46
163,2053.62,17277.21,125405.95,21.13,26498.28
164,1773.8,-374.96,287519.16,8.97,25790.47
165,2116.94,6726.1,741437.68,9.16,67915.69
166,1178.47,6529.82,483485.86,11.87,57389.77
167,2932.47,19700.25,870722.9,12.3,107098.92
168,1169.38,3121.88,382494.85,17.05,65215.37
169,2089.44,17951.98,94004.89,23.67,22250.96
170,1871.96,4929.14,599568.74,14.87,89155.87
171,1535.03,14548.6,605438.62,18.73,113398.65
172,2459.37,11454.71,199506.28,20.89,41676.86
173,683.22,1592.41,377995.92,15.79,59685.56
174,1533.06,16304.49,292590.98,22.69,66388.89
175,1167.34,14011.14,473425.69,13.24,62681.56
176,2459.21,16116.15,667290.57,17.6,117443.14
177,2657.22,3354.06,199861.87,13.98,27940.69
178,2113.69,7805.94,810225.29,10.61,85964.9
179,2799.07,117.77,153695.19,11.01,16921.84
180,907.26,6184.51,699260.92,18.44,128943.71
181,542.66,10655.76,282882.06,19.4,54879.12
182,1251.42,-629.27,901482.82,10.48,94475.4
183,1557.6,8607.41,424995.01,21.08,89588.95
184,1156.64,-392.42,916857.77,10.17,93244.44
185,1089.05,482.3,62970.63,17.65,11114.32
186,2541.25,17146.92,268449.83,15.82,42468.76
187,2068.01,5698.78,268713.51,9.76,26226.44
188,2291.6,1094.94,493169.71,8.32,41031.72
189,1612.58,18601.94,646890.65,5.81,37584.35
190,552.84,18122.49,697318.96,11.21,78169.46
191,2078.14,14345.98,497541.96,17.86,88860.99
192,1013.57,18848.53,563084.62,20.91,117740.99
193,2485.18,12821.75,684871.57,20.3,139028.93
194,1473.73,172.61,556961.48,21.24,118298.62
195,2764.87,18105.79,760577.84,21.21,161318.56
196,2917.07,11945.5,457465.6,21.46,98172.12
197,2365.77,14195.47,984259.53,5.16,50787.79
198,1908.76,16112.11,254777.56,21.65,55159.34
199,2091.51,6581.5,762218.74,7.7,58690.84
200,877.42,19507.12,951831.66,24.65,234626.5
201,2695.84,2744.76,556031.79,21.99,122271.39
202,641.98,1667.15,974985.02,20.52,200066.93
203,571.64,11833.47,521448.64,18.11,94434.35
204,2815.23,644.67,160545.28,5.03,8075.43
205,2782.67,11130.5,32940.0,22.19,7309.39
206,543.52,19230.23,869584.08,14.66,127481.03
207,575.23,13792.68,595049.69,14.66,87234.28
208,2909.68,-1800.24,38966.25,11.81,4601.91
209,1176.41,3342.11,366409.76,21.49,78741.46
210,1065.28,8223.23,93831.07,16.34,15332.0
211,2334.24,12589.02,403467.03,24.51,98889.77
212,2824.67,18341.85,865407.59,8.47,73300.02
213,968.42,-1256.88,903411.07,21.05,190168.03
214,1161.55,6784.48,845769.49,10.62,89820.72
215,2419.68,11095.21,974853.79,18.46,179958.01
216,1298.08,14263.18,452107.5,5.62,25408.44
217,2656.24,6484.92,633681.49,17.96,113809.2
218,1845.38,15620.35,691920.27,17.69,122400.7
219,1516.88,758.87,847217.06,23.21,196639.08
220,1381.9,19388.18,597321.08,10.17,60747.55
221,2051.52,1989.28,250196.16,19.64,49138.53
222,2487.63,6026.06,44978.68,19.26,8662.89
223,1138.49,9582.53,150714.69,22.9,34513.66
224,1749.11,15466.67,974101.79,9.59,93416.36
225,1810.35,10237.9,27692.85,16.17,4477.93
226,1788.55,4308.4,448889.79,9.01,40444.97
227,2048.65,-509.4,749785.75,14.52,108868.89
228,2443.76,12410.7,438010.7,19.87,87032.73
229,2526.86,18422.7,191076.07,19.23,36743.93
230,1213.86,18877.86,63657.19,11.71,7454.26
231,1168.17,15483.73,381120.95,10.65,40589.38
232,1901.7,5062.43,584096.77,21.11,123302.83
233,2160.33,12148.2,811798.65,10.32,83777.62
234,1880.48,13642.86,580964.44,15.52,90165.68
235,2032.82,10093.96,855203.71,16.95,144957.03
236,2507.71,5174.77,994160.49,20.67,205492.97
237,2703.67,18235.59,425333.85,17.56,74688.62
238,2016.35,10842.76,245112.28,7.48,18334.4
239,1058.56,10915.58,199480.95,6.17,12307.97
240,2304.29,6603.28,245881.09,6.52,16031.45
241,1343.44,19742.8,360687.83,17.18,61966.17
242,2784.63,7110.32,397986.05,15.5,61687.84
243,2521.84,831.95,783556.76,21.09,165252.12
244,1613.89,7829.31,950204.09,22.32,212085.55
245,2838.56,-1431.58,486602.98,23.2,112891.89
246,2980.04,13029.77,447021.67,16.81,75144.34
247,1472.02,2554.49,31933.84,23.18,7402.26
248,850.91,6724.99,386229.83,6.15,23753.13
249,1825.66,-731.78,151199.34,22.85,34549.05
250,911.58,11536.91,869855.39,8.93,77678.09
251,2360.52,4293.87,748117.3,9.47,70846.71
252,2311.14,5297.24,481293.17,20.11,96788.06
253,2711.04,14909.89,741467.52,17.15,127161.68
254,548.96,-125.56,396374.7,24.67,97785.64
255,2065.84,7781.85,354638.25,16.03,56848.51
256,2478.69,-1872.88,633202.43,6.74,42677.84
257,1429.06,17595.53,896195.62,5.09,45616.36
258,1302.99,4797.2,902326.92,10.74,96909.91
259,834.81,14528.88,682907.23,6.32,43159.74
260,1918.5,12440.33,974202.14,10.68,104044.79
261,1039.61,13713.58,171136.62,8.54,14615.07
262,2509.58,3939.08,235415.73,22.76,53580.62
263,1341.6,5291.14,836377.92,10.81,90412.45
264,1771.41,14247.13,442337.76,15.12,66881.47
265,2672.56,7533.26,161757.23,9.38,15172.83
266,2401.36,5235.73,342691.51,23.48,80463.97
267,1455.15,18947.93,49447.53,11.03,5454.06
268,2570.39,2729.94,678271.05,13.56,91973.55
269,2749.83,18170.26,739457.39,7.89,58343.19
270,1239.37,6138.78,911562.6,16.89,153962.92
271,2394.16,14932.45,122261.68,19.4,23718.77
272,1181.69,11342.69,457416.64,22.5,102918.74
273,1734.42,12745.42,544190.04,7.89,42936.59
274,2673.62,-1806.14,965987.98,11.62,112247.8
275,2565.42,-1893.38,383270.48,21.07,80755.09
276,1030.13,3369.21,428440.4,6.23,26691.84
277,2198.38,15564.06,747741.08,12.41,92794.67
278,1592.6,19219.92,279408.48,5.95,16624.8
279,1682.85,9865.51,569537.92,7.84,44651.77
280,1658.07,10225.23,941499.78,10.96,103188.38
281,740.07,11619.6,845813.45,18.84,159351.25
282,786.51,-1743.43,686820.17,13.84,95055.91
283,1954.72,12430.82,788824.15,16.89,133232.4
284,1455.05,3681.06,288451.11,21.33,61526.62
285,1843.93,14191.64,934738.99,21.42,200221.09
286,2826.16,17913.37,477299.41,11.7,55844.03
287,2293.23,7434.45,711041.05,19.4,137941.96
288,1559.43,11835.87,271128.32,10.49,28441.36
289,1660.08,5183.79,614617.37,10.36,63674.36
290,2344.43,3070.45,789808.11,18.49,146035.52
291,711.54,6645.25,239974.53,6.42,15406.36
292,2802.03,2122.4,710250.29,20.58,146169.51
293,930.44,7852.73,349307.78,19.62,68534.19
294,2870.54,9761.98,959151.7,8.49,81431.98
295,978.36,13585.65,180878.99,10.47,18938.03
296,745.58,3605.79,551510.73,13.89,76604.84
297,684.56,11173.73,110856.34,24.48,27137.63
298,1511.64,18515.72,264808.33,12.7,33630.66
299,998.53,16640.27,903707.2,18.3,165378.42
300,506.11,18019.61,689194.57,9.34,64370.77
301,2737.48,5913.27,310355.04,13.72,42580.71
302,1634.64,1295.74,343496.88,14.71,50528.39
303,2058.27,13736.47,391277.21,19.62,76768.59
304,2096.79,17990.99,11455.57,22.08,2529.39
305,822.3,11279.21,748299.74,6.1,45646.28
306,1677.48,-1239.64,891147.75,7.56,67370.77
307,1500.22,12239.46,465825.13,19.33,90044.0
308,1211.52,3783.69,833207.94,15.86,132146.78
309,668.0,2844.97,692875.18,24.91,172595.21
310,2459.65,9267.59,610763.79,22.63,138215.85
311,1209.21,19055.12,67133.38,24.5,16447.68
312,1446.64,14496.07,346337.34,13.35,46236.03
313,928.4,18421.46,491915.31,8.93,43928.04
314,671.59,5470.37,706934.11,21.34,150859.74
315,1493.91,19463.95,356516.45,12.21,43530.66
316,2437.56,4469.29,523882.71,6.61,34628.65
317,2921.49,-117.94,680414.39,21.93,149214.88
318,2636.07,1200.67,639873.08,11.86,75888.95
319,1744.26,6374.84,417018.13,5.49,22894.3
320,1012.19,12940.43,124540.49,20.75,25842.15
321,2535.48,6030.29,183082.13,16.93,30995.8
322,735.99,8054.76,40728.31,18.22,7420.7
323,2568.51,-1809.46,835529.52,20.53,171534.21
324,1147.26,13558.8,805243.7,9.62,77464.44
325,1556.27,11865.55,186614.34,17.4,32470.9
326,1131.33,10278.52,796721.24,22.41,178545.23
327,1964.52,18094.97,631642.68,8.33,52615.84
328,2722.7,6099.82,99722.63,17.75,17700.77
329,2015.3,16110.39,82231.94,20.16,16577.96
330,1222.73,12198.1,562084.19,20.19,113484.8
331,1851.56,19686.4,219478.66,10.31,22628.25
332,2693.52,5954.27,210310.1,15.37,32324.66
333,1304.61,13970.03,469981.81,21.01,98743.18
334,2697.77,6645.74,772024.85,22.3,172161.54
335,2753.65,8469.04,705730.46,12.7,89627.77
336,1439.44,17300.2,350565.98,24.05,84311.12
337,1470.67,6613.63,782236.51,20.08,157073.09
338,642.42,8265.04,327583.68,21.11,69152.91
339,915.14,8368.09,695495.71,11.3,78591.02
340,917.2,7103.75,612099.01,17.26,105648.29
341,2855.04,15586.22,344370.95,18.33,63123.2
342,2204.7,17354.49,634158.76,23.31,147822.41
343,2950.09,7321.08,981132.48,10.79,105864.19
344,1283.81,13399.68,935330.91,20.97,196138.89
345,2817.33,13994.03,670456.84,22.69,152126.66
346,506.14,-585.11,234771.41,23.49,55147.8
347,2754.82,16096.35,824381.63,15.36,126625.02
348,1181.04,14027.97,395368.44,22.5,88957.9
349,1791.47,17671.38,429223.83,6.98,29959.82
350,578.21,18745.34,927174.49,22.84,211766.65
351,564.96,12136.07,678838.59,8.42,57158.21
352,659.13,3450.83,219967.61,12.49,27473.95
353,1361.07,12263.74,222703.78,18.42,41022.04
354,1682.61,19077.63,602967.48,18.5,111548.98
355,1750.7,1898.65,692321.64,11.94,82663.2
356,2015.41,9137.23,748247.15,24.44,182871.6
357,2465.5,1497.03,95617.81,7.43,7104.4
358,1454.13,-1585.54,763403.73,23.77,181461.07
359,1485.03,12609.35,780989.72,22.13,172833.03
360,738.72,2374.31,148049.8,5.91,8749.74
361,1329.89,3213.16,238439.44,20.19,48140.92
362,1942.02,7528.45,226676.64,10.95,24821.09
363,1946.27,7732.8,326723.31,15.88,51883.66
364,653.83,9878.55,507076.98,7.65,38791.39
365,1123.73,5818.68,274287.16,22.63,62071.18
366,2013.37,8527.93,619025.85,5.02,31075.1
367,2240.84,7901.0,788008.28,5.37,42316.04
368,1644.53,6002.91,196794.33,7.27,14306.95
369,2623.24,16354.45,358642.31,15.62,56019.93
370,2012.81,14077.14,638779.29,14.6,93261.78
371,1600.97,18920.95,454123.34,12.49,56720.01
372,1965.83,897.31,54846.52,19.46,10673.13
373,2355.82,5038.69,585297.31,15.63,91481.97
374,2206.49,11380.75,840424.96,21.21,178254.13
375,1551.04,4742.04,736309.21,6.11,44988.49
376,2724.24,-1994.91,436156.22,14.9,64987.28
377,1915.68,8353.14,676675.97,6.52,44119.27
378,2054.29,6003.47,774541.66,23.69,183488.92
379,2255.71,14879.32,844748.83,15.29,129162.1
380,1695.63,15506.54,111040.62,12.77,14179.89
381,2458.9,-1026.22,750857.63,13.57,101891.38
382,1783.11,16030.58,420336.38,10.33,43420.75
383,2071.73,5581.42,438881.25,7.83,34364.4
384,626.84,-1596.56,744528.28,7.7,57328.68
385,2069.9,-969.05,939077.63,13.12,123206.99
386,1634.47,8567.17,843339.21,14.85,125235.87
387,639.11,-1888.93,286097.11,16.61,47520.73
388,2475.62,8206.79,275238.03,9.79,26945.8
389,2570.29,10212.46,455176.68,9.53,43378.34
390,2355.93,12473.5,914214.64,15.59,142526.06
391,2218.94,14373.5,490855.63,10.02,49183.73
392,2560.92,41.29,110032.59,14.2,15624.63
393,2343.38,-1402.79,905902.21,16.61,150470.36
394,2786.89,18588.98,278607.43,22.39,62380.2
395,1159.69,4354.36,134793.16,22.84,30786.76
396,730.17,14448.28,139010.69,15.9,22102.7
397,1011.2,11317.89,100985.79,21.72,21934.11
398,670.05,-1709.35,515069.54,20.6,106104.33
399,1461.0,7325.76,389806.89,24.74,96438.22
400,1880.61,13253.34,571571.36,16.09,91965.83
401,734.64,2934.68,218528.08,15.64,34177.79
402,1500.15,18305.08,833519.28,18.05,150450.23
403,2849.71,13759.47,716108.27,18.13,129830.43
404,2099.32,-1091.52,637175.88,20.97,133615.78
405,2876.81,4843.2,390148.36,10.74,41901.93
406,993.94,9204.03,189151.24,9.86,18650.31
407,1096.58,8149.36,87093.05,10.41,9066.39
408,1930.98,12717.12,689767.75,24.71,170441.61
409,1636.1,15000.93,48998.58,16.17,7923.07
410,635.81,19045.38,511867.63,11.72,59990.89
411,2607.33,7714.63,666554.07,12.4,82652.7
412,1886.78,15683.6,176230.39,19.85,34981.73
413,561.7,8806.94,90150.26,5.29,4768.95
414,765.71,3187.78,121893.0,22.21,27072.44
415,2640.3,2195.1,851084.25,23.66,201366.53
416,680.17,10582.04,827311.3,14.15,117064.55
417,1059.92,13683.53,422734.86,15.05,63621.6
418,2133.39,2770.34,122202.72,10.98,13417.86
419,1292.63,3161.6,171563.65,20.86,35788.18
420,633.25,2970.35,139406.66,10.52,14665.58
421,1312.81,19639.99,781631.69,7.4,57840.75
422,1663.89,5224.7,979073.86,19.24,188373.81
423,886.82,14691.12,61224.13,22.6,13836.65
424,1561.81,10600.33,768946.26,12.36,95041.76
425,2594.57,17615.77,987576.91,17.0,167888.07
426,2497.7,6283.87,448314.65,19.06,85448.77
427,757.69,10364.64,537610.67,24.7,132789.84
428,2787.22,-947.7,324007.1,21.67,70212.34
429,2770.47,15391.07,164835.17,16.65,27445.06
430,1264.06,1122.73,900737.63,20.27,182579.52
431,1749.72,4604.48,152700.84,12.2,18629.5
432,2831.92,-1274.11,151530.72,10.17,15410.67
433,843.19,19741.25,486329.58,19.87,96633.69
434,1301.65,8093.29,263396.33,9.02,23758.35
435,803.2,-1976.82,767561.19,21.52,165179.17
436,580.07,15231.18,347921.76,11.47,39906.63
437,2352.19,5184.45,566316.84,9.43,53403.68
438,2152.16,18226.13,951887.95,17.85,169912.0
439,1477.17,8460.83,681945.18,6.58,44871.99
440,1257.57,4041.94,787044.6,21.83,171811.84
441,934.32,5594.63,895415.96,8.23,73692.73
442,807.38,11730.25,134931.18,23.78,32086.63
443,1752.92,-57.42,99419.37,13.1,13023.94
444,2203.66,12387.05,76991.1,8.58,6605.84
445,2691.68,16561.8,574039.11,24.0,137769.39
446,838.4,18311.04,775784.55,5.78,44840.35
447,2466.69,9287.62,289894.25,22.26,64530.46
448,1508.4,11567.31,385742.23,15.51,59828.62
449,1974.09,4316.82,962428.23,24.29,233773.82
450,2796.14,10360.73,818637.49,5.23,42814.74
451,2820.06,12548.26,547344.46,11.4,62397.27
452,1341.72,4817.14,525757.11,16.9,88852.95
453,949.91,18509.6,52665.69,13.23,6967.67
454,1058.88,13180.09,352693.88,6.0,21161.63
455,1260.71,16180.72,531810.14,19.51,103756.16
456,2910.5,-212.59,105679.42,18.1,19127.98
457,1268.33,12043.65,606392.66,9.88,59911.59
458,2331.94,17676.42,824863.22,18.8,155074.29
459,2203.41,-761.32,400820.05,19.17,76837.2
460,2418.72,17839.94,97856.12,9.83,9619.26
461,2698.98,-1470.97,368920.01,17.42,64265.87
462,1754.12,-1858.28,638223.29,13.67,87245.12
463,2677.2,9230.98,673945.42,19.29,130004.07
464,561.85,1202.59,752648.89,19.53,146992.33
465,2965.75,8941.97,136762.95,19.31,26408.93
466,1759.48,17942.44,723239.21,11.21,81075.12
467,2025.36,5585.04,500957.01,10.01,50145.8
468,871.21,7037.82,543071.46,11.54,62670.45
469,1009.18,8904.98,481236.77,14.1,67854.38
470,2030.89,17686.07,343775.84,22.25,76490.12
471,1616.82,-972.31,170275.15,9.86,16789.13
472,2813.26,18007.9,860647.73,17.4,149752.71
473,2089.22,1323.63,273842.96,23.26,63695.87
474,1593.45,13629.23,536921.01,18.62,99974.69
475,2424.19,19965.32,143977.63,16.51,23770.71
476,2245.33,5569.34,766927.87,7.88,60433.92
477,2898.24,16171.3,652525.24,11.79,76932.73
478,1965.6,15957.89,572704.05,12.39,70958.03
479,2741.93,3629.62,183016.75,17.33,31716.8
480,694.43,2401.82,430009.8,12.23,52590.2
481,1327.9,4221.95,23282.34,12.99,3024.38
482,789.22,17647.61,62875.82,23.88,15014.75
483,841.41,16002.66,559190.42,22.54,126041.52
484,989.71,13966.45,456843.74,23.29,106398.91
485,2398.33,2066.6,911945.74,10.64,97031.03
486,2065.88,1091.84,853495.28,11.12,94908.68
487,1283.12,-1068.31,462707.04,22.53,104247.9
488,991.17,-1413.51,594103.17,20.01,118880.04
489,806.48,8233.16,377122.61,23.66,89227.21
490,2565.31,4656.84,319347.71,5.64,18011.21
491,686.94,9079.64,790155.33,7.74,61158.02
492,2081.63,16186.75,166649.75,10.22,17031.6
493,1849.89,8498.56,961592.74,21.17,203569.18
494,2279.8,15553.08,790227.07,14.61,115452.17
495,1064.21,12244.27,149552.27,15.27,22836.63
496,1587.13,-1248.8,427636.19,12.09,51701.22
497,1859.75,11229.68,263246.58,16.73,44041.15
498,1179.33,7133.82,526678.08,14.99,78949.04
499,1627.31,1350.77,581198.53,6.06,35220.63
500,2303.39,473.79,940494.14,9.0,84644.47
501,2258.44,406.36,196888.39,13.65,26875.27
502,2617.1,6394.17,947038.16,18.06,171035.09
503,2550.7,5190.46,669140.09,24.07,161062.02
504,787.78,9497.24,828079.23,15.67,129760.02
505,1229.54,19421.86,410061.4,21.07,86399.94
506,578.96,-491.38,300020.2,17.3,51903.49
507,1949.41,14273.83,66112.03,7.16,4733.62
508,2595.49,14397.66,556883.18,20.96,116722.71
509,1081.23,8812.0,386616.98,21.43,82852.02
510,1040.19,6055.5,708397.58,7.86,55680.05
511,1655.57,589.43,317571.11,14.24,45222.13
512,2664.57,-378.63,300767.46,10.84,32603.19
513,1831.56,17172.54,500980.3,13.18,66029.2
514,2362.59,-1895.86,827602.02,19.87,164444.52
515,2035.29,10445.97,610514.3,23.9,145912.92
516,981.61,7659.38,592833.76,11.22,66515.95
517,1474.34,13255.1,786487.5,17.98,141410.45
518,1391.43,9803.99,92119.56,20.95,19299.05
519,873.88,9518.08,623560.3,18.11,112926.77
520,2633.85,16955.06,225180.78,13.92,31345.16
521,2042.61,10920.43,499267.91,19.16,95659.73
522,2539.98,16492.33,117060.42,14.08,16482.11
523,1279.98,9252.21,685141.62,8.82,60429.49
524,1441.13,3883.73,128982.75,21.89,28234.32
525,1248.23,17464.66,148181.51,18.22,26998.67
526,1853.61,19105.36,615024.08,7.43,45696.29
527,1879.97,13406.28,536012.7,13.35,71557.7
528,2891.03,-1639.5,27337.39,22.86,6249.33
529,1748.4,9578.61,155074.2,6.77,10498.52
530,1183.94,17378.03,338938.97,21.65,73380.29
531,1479.07,3857.11,823822.88,22.07,181817.71
532,2311.87,-1727.35,678691.3,11.07,75131.13
533,1446.38,9924.96,358216.87,19.53,69959.75
534,620.67,3396.33,307559.95,7.31,22482.63
535,816.14,-28.11,889006.64,16.93,150508.82
536,2204.37,7485.92,675323.73,15.7,106025.83
537,739.73,11394.77,919847.84,21.6,198687.13
538,2010.17,-966.47,499308.94,18.56,92671.74
